0	55589	111
1	40176	161
2	34121	205
3	31391	253
4	28926	292
5	27786	337
6	27073	384
7	26295	427
8	25870	474
9	25566	521
10	25240	567
11	24991	614
12	24786	661
13	24489	705
14	24304	751
15	24005	793
16	23808	837
17	23608	881
18	23410	924
19	23420	975
20	23315	1022
21	22601	1040
22	22460	1083
23	22433	1131
24	22293	1173
25	22111	1212
26	22020	1257
27	21949	1302
28	21850	1345
29	21734	1387
30	21591	1427
31	21528	1472
32	21487	1518
33	21367	1558
34	21274	1601
35	21215	1646
36	21013	1679
37	21015	1728
38	21007	1777
39	21049	1830
40	20986	1874
41	20831	1910
42	20721	1949
43	20642	1991
44	20586	2035
45	20495	2076
46	20438	2120
47	20333	2159
48	20272	2202
49	20206	2245
50	20142	2287
51	20053	2327
52	20118	2385
53	20171	2442
54	20218	2498
55	20144	2540
56	20085	2584
57	20036	2629
58	19940	2667
59	19875	2710
60	19784	2749
61	19694	2787
62	19601	2825
63	19508	2863
64	19425	2902
65	19370	2945
66	19308	2987
67	19274	3033
68	19236	3079
69	19181	3122
70	19144	3168
71	19074	3208
72	18999	3248
73	18919	3286
74	18841	3325
75	18767	3363
76	18714	3406
77	18662	3449
78	18587	3487
79	18591	3541
80	18535	3583
81	18487	3626
82	18437	3669
83	18374	3710
84	18325	3753
85	18247	3790
86	18181	3830
87	18150	3876
88	18102	3919
89	18035	3958
90	17969	3998
91	17919	4040
92	17871	4083
93	17825	4127
94	17764	4167
95	17719	4210
96	17656	4249
97	17608	4292
98	17584	4341
99	17531	4382
100	17501	4430
101	17449	4472
102	17385	4510
103	17341	4554
104	17275	4592
105	17225	4634
106	17167	4674
107	17100	4711
108	17036	4749
109	16988	4791
110	16941	4834
111	16881	4873
112	16833	4915
113	16785	4957
114	16742	5001
115	16702	5045
116	16657	5088
117	16595	5126
118	16541	5166
119	16485	5205
120	16431	5245
121	16375	5285
122	16319	5324
123	16265	5364
124	16218	5406
125	16161	5444
126	16104	5483
127	16058	5525
128	16026	5572
129	16007	5624
130	15990	5676
131	15936	5716
132	15901	5762
133	15846	5801
134	15794	5841
135	15751	5885
136	15698	5924
137	15659	5969
138	15626	6017
139	15598	6065
140	15557	6110
141	15530	6160
142	15497	6207
143	15471	6257
144	15443	6307
145	15414	6357
146	15383	6406
147	15342	6450
148	15314	6500
149	15280	6548
150	15239	6593
151	15202	6640
152	15172	6689
153	15131	6734
154	15112	6789
155	15096	6846
156	15072	6899
157	15028	6942
158	14987	6988
159	14941	7031
160	14903	7078
161	14880	7132
162	14869	7192
163	14863	7254
164	14821	7300
165	14785	7348
166	14745	7394
167	14692	7434
168	14647	7478
169	14607	7524
170	14553	7564
171	14515	7611
172	14474	7657
173	14436	7705
174	14401	7754
175	14369	7805
176	14322	7848
177	14278	7893
178	14230	7935
179	14175	7973
180	14123	8013
181	14071	8053
182	14019	8093
183	13965	8131
184	13912	8170
185	13859	8209
186	13815	8254
187	13772	8299
188	13726	8342
189	13683	8386
190	13631	8425
191	13602	8479
192	13580	8537
193	13558	8596
194	13525	8647
195	13478	8690
196	13433	8734
197	13393	8780
198	13351	8827
199	13304	8869
200	13260	8914
201	13224	8964
202	13196	9019
203	13175	9080
204	13149	9137
205	13115	9190
206	13074	9236
207	13029	9281
208	12975	9319
209	12931	9363
210	12887	9408
211	12838	9450
212	12793	9495
213	12745	9536
214	12696	9577
215	12649	9620
216	12604	9664
217	12557	9707
218	12506	9747
219	12467	9795
220	12420	9838
221	12375	9882
222	12330	9927
223	12277	9964
224	12226	10003
225	12181	10047
226	12130	10086
227	12083	10128
228	12033	10168
229	11982	10207
230	11937	10251
231	11894	10297
232	11854	10344
233	11808	10388
234	11768	10436
235	11728	10484
236	11686	10530
237	11643	10577
238	11594	10616
239	11543	10655
240	11493	10694
241	11442	10733
242	11398	10777
243	11357	10824
244	11316	10872
245	11279	10924
246	11240	10973
247	11195	11017
248	11152	11064
249	11109	11109
250	11068	11157
251	11019	11197
252	10978	11244
253	10940	11296
254	10898	11343
255	10854	11388
256	10810	11433
257	10766	11478
258	10726	11527
259	10688	11579
260	10644	11624
261	10598	11667
262	10559	11717
263	10514	11762
264	10473	11810
265	10434	11861
266	10392	11908
267	10348	11953
268	10305	12000
269	10261	12046
270	10217	12091
271	10176	12140
272	10133	12187
273	10090	12233
274	10048	12281
275	10005	12328
276	9962	12375
277	9924	12428
278	9884	12478
279	9840	12524
280	9796	12570
281	9750	12612
282	9703	12655
283	9660	12701
284	9617	12748
285	9576	12799
286	9534	12847
287	9493	12896
288	9449	12942
289	9406	12990
290	9362	13036
291	9321	13085
292	9278	13132
293	9235	13180
294	9192	13228
295	9147	13273
296	9101	13316
297	9057	13362
298	9012	13407
299	8969	13453
300	8925	13500
301	8882	13548
302	8837	13592
303	8788	13631
304	8740	13670
305	8693	13712
306	8651	13762
307	8608	13809
308	8561	13850
309	8514	13891
310	8468	13935
311	8425	13982
312	8382	14030
313	8342	14083
314	8305	14141
315	8266	14196
316	8224	14247
317	8185	14301
318	8145	14355
319	8105	14410
320	8066	14466
321	8024	14516
322	7981	14565
323	7941	14618
324	7900	14671
325	7856	14720
326	7814	14770
327	7773	14823
328	7728	14869
329	7682	14913
330	7640	14965
331	7596	15011
332	7555	15065
333	7510	15112
334	7467	15161
335	7421	15204
336	7377	15253
337	7331	15296
338	7285	15340
339	7242	15391
340	7197	15435
341	7152	15482
342	7106	15526
343	7061	15572
344	7017	15619
345	6971	15662
346	6926	15708
347	6880	15751
348	6834	15797
349	6788	15839
350	6742	15882
351	6694	15922
352	6648	15964
353	6601	16006
354	6555	16048
355	6507	16087
356	6460	16127
357	6413	16170
358	6368	16214
359	6323	16259
360	6277	16304
361	6235	16356
362	6190	16403
363	6145	16449
364	6100	16495
365	6057	16544
366	6014	16596
367	5970	16645
368	5926	16695
369	5881	16738
370	5834	16780
371	5787	16819
372	5740	16860
373	5693	16899
374	5646	16938
375	5599	16980
376	5552	17019
377	5505	17058
378	5457	17095
379	5412	17140
380	5365	17178
381	5318	17216
382	5273	17261
383	5227	17304
384	5181	17347
385	5135	17389
386	5089	17429
387	5043	17471
388	4996	17510
389	4951	17554
390	4906	17599
391	4862	17649
392	4818	17699
393	4774	17745
394	4729	17791
395	4684	17837
396	4638	17879
397	4593	17922
398	4547	17965
399	4502	18011
400	4458	18058
401	4411	18097
402	4366	18142
403	4321	18185
404	4276	18229
405	4229	18268
406	4182	18306
407	4136	18345
408	4091	18389
409	4045	18428
410	3999	18471
411	3953	18509
412	3907	18547
413	3860	18586
414	3814	18625
415	3768	18664
416	3723	18707
417	3677	18747
418	3632	18789
419	3586	18827
420	3540	18866
421	3494	18906
422	3448	18943
423	3403	18985
424	3357	19024
425	3311	19064
426	3266	19104
427	3220	19143
428	3175	19186
429	3129	19224
430	3083	19262
431	3038	19300
432	2992	19340
433	2947	19379
434	2901	19417
435	2856	19460
436	2811	19499
437	2765	19537
438	2720	19576
439	2674	19616
440	2630	19658
441	2584	19697
442	2540	19742
443	2495	19782
444	2449	19822
445	2404	19860
446	2359	19899
447	2314	19937
448	2268	19976
449	2223	20013
450	2178	20055
451	2133	20093
452	2088	20132
453	2043	20171
454	1999	20215
455	1954	20257
456	1909	20297
457	1864	20335
458	1820	20379
459	1775	20421
460	1731	20465
461	1686	20507
462	1641	20546
463	1597	20585
464	1552	20624
465	1507	20663
466	1462	20702
467	1418	20742
468	1373	20781
469	1329	20821
470	1284	20863
471	1240	20908
472	1195	20950
473	1151	20994
474	1107	21034
475	1062	21077
476	1018	21120
477	973	21159
478	929	21198
479	884	21236
480	840	21274
481	795	21313
482	751	21351
483	707	21395
484	663	21437
485	618	21482
486	574	21521
487	530	21564
488	486	21607
489	441	21650
490	397	21694
491	353	21733
492	309	21771
493	264	21815
494	220	21852
495	176	21895
496	132	21938
497	88	21981
498	44	22020
499	0	22062
